Customer ID,Fname,Lname,Postal Code,City,State,Region,Salary,Gender,Age,Style,Email,Career,Phone,Car_id,Car_series,Car_type,Car_colors,Car_Price,Branch_ID,Branch_Name,Branch_Tel,Branch_Zipcode,Branch_City,Branch_State,Branch_Region,Payment ID,Payment Date,Payment Method,Amount,Car ID,Order_ID,Car ID,Branch ID,payment_id,Order_date,Quantity,options
0-572-3374-41,Malcolm,Mendez,21201,Baltimore,Maryland,Northeastern,"33,543.00",F,42,medium,Malcolm.Mendez@ google.com,Coach,1-635-841-413,BMW-S4c-CP,Series 4 COUPE ,Coupe,"Alpine White, Jet Black, Black Sapphire Metallic, Mineral White Metallic, Sunset Orange Metallic, Portimao Blue Metallic, San Remo Green Metallic, Arctic Race Blue Metallic, Brooklyn Grey Metallic, Skyscraper Grey Metallic, Dravit Grey Metallic, Tanzanite Blue II Metallic, Aventurin Red Metallic","$47,400",BX-196-675,BMW of Escondido,311- 088-1767,92029,Escondido,California,Western,PM5-927-003Y,21/2/2018,paid in full,"$47,400",BMW-S4c-CP,090-135-8920,BMW-X6M-SV,BX-196-675,PM5-927-003Y,23/2/2018,1,Delivery
2-130-1371-46,Gael,Estrada,28202,Charlotte,North Carolina,Southeastern,"51,127.00",M,39,fast ,Gael.Estrada@ google.com,Public Relations Specialist,1-670-077-713,BMW-S8c-CP,Series 8 COUPE,Coupe,"Alpine White, Jet Black, Black Sapphire Metallic, Mineral White Metallic, Sunset Orange Metallic, Portimao Blue Metallic, Tanzanite Blue II Metallic, San Remo Green Metallic, Skyscraper Grey Metallic, Aventurin Red Metallic, Frozen Pure Grey Metallic, Frozen Tanzanite Blue Metallic ","$87,500",BX-150-710,BMW of Fremont,957- 272-6674,94538,Fremont,California,Western,PM4-508-835Y,24/2/2018,pay by installments,"$87,500",BMW-S8c-CP,862-579-1394,BMW-X3M-SV,BX-150-710,PM4-508-835Y,25/2/2018,1,Delivery
6-392-8846-51,Tate,Orozco,95814,Sacramento,California,Western,"54,391.00",F,48,fast,Tate.Orozco@ google.com,Speech-Language Pathologist,1-563-905-669,BMW-M2c-CP,M2 COUPE,Coupe,"Alpine White, Zandvoort Blue, Black Sapphire Metallic, Toronto Red Metallic, Brooklyn Grey Metallic","$62,850",BX-330-028,BMW Fresno,646- 964-4636,93650,Fresno,California,Western,PM8-923-379Y,24/2/2018,paid in full,"$62,850",BMW-M2c-CP,130-632-2644,BMW-m4S-SD,BX-330-028,PM8-923-379Y,25/2/2018,1,Delivery
5-588-1000-43,Logan,Kaufman,53202,Milwaukee,Wisconsin,MidWestern,"38,074.00",M,32,slow,Logan.Kaufman@ google.com,HR Specialist,1-160-133-092,BMW-M4c-CP,M4 COUPE,Coupe,"Alpine White,Sao Paulo Yellow,Black Sapphire Metallic,Portimao Blue Metallic, Dravit Grey Metallic,Toronto Red Metallic, Tanzanite Blue II Metallic, Isle Of Man Green Metallic, Brooklyn Grey Metallic, Skyscraper Grey Metallic, Aventurin Red Metallic, Frozen Brilliant White Metallic, Frozen Portimao Blue Metallic","$78,300",BX-235-203,Pacific BMW,146- 884-9593,91204,Glendale,California,Western,PM5-557-946Y,26/2/2018,pay by installments,"$78,300",BMW-M4c-CP,239-593-1496,BMW-M4c-CP,BX-235-203,PM5-557-946Y,25/2/2018,1,Delivery
9-079-4723-48,Franklin,Sanford,27701,Durham,North Carolina,Southeastern,"13,525.00",F,54,slow,Franklin.Sanford@ google.com,Landscape Architect,1-814-951-151,BMW-M8c-CP,โ€M8 COUPE,Coupe,"Alpine White, Black Sapphire Metallic, Marina Bay Blue Metallic, Dravit Grey Metallic, Tanzanite Blue II Metallic, Isle Of Man Green Metallic, Brooklyn Grey Metallic, Skyscraper Grey Metallic, Aventurin Red Metallic, Frozen Pure Grey Metallic, Frozen Tanzanite Blue Metallic ","$139,100",BX-126-464,Irvine,173- 477-7931,92618,Irvine,California,Western,PM2-327-603Y,7/3/2018,pay by installments,"$139,100",BMW-M8c-CP,002-798-4469,BMW-mX4-SV,BX-126-464,PM2-327-603Y,26/2/2018,1,Delivery
3-745-4313-23,Mason,Velasquez,92805,Anaheim,California,Western,"30,808.00",M,27,slow,Mason.Velasquez@ google.com,Respiratory Therapist,1-942-579-333,BMW-S4-CVB,Series 4 Convertible,Convertibles,"Alpine White,Jet Black,Black Sapphire Metallic,Mineral White Metallic,Sunset Orange Metallic,Portimao Blue Metallic,Dravit Grey Metallic,Tanzanite Blue II Metallic,San Remo Green Metallic,Arctic Race Blue Metallic,Brooklyn Grey Metallic,Skyscraper Grey Metallic,Aventurin Red Metallic","$55,500",BX-996-391,Long Beach BMW,423- 283-7244,90755,Long Beach,California,Western,PM7-431-673Y,8/3/2018,paid in full,"$55,500",BMW-S4-CVB,539-592-7371,BMW-mM5-SD,BX-996-391,PM7-431-673Y,2/3/2018,1,Delivery
0-378-1001-13,Abdullah,Case,95816,Sacramento,California,Western,"39,371.00",F,44,fast,Abdullah.Case@ google.com,Reporter,1-366-220-461,BMW-S8-CVB,Series 8 Convertible,Convertibles,"Alpine White,Carbon Black Metallic,Black Sapphire Metallic,Mineral White Metallic,Sunset Orange Metallic,Portimao Blue Metallic,Dravit Grey Metallic,Tanzanite Blue II Metallic,San Remo Green Metallic,Skyscraper Grey Metallic,Aventurin Red Metallic,Frozen Pure Grey Metallic,Frozen Tanzanite Blue Metallic","$97,100",BX-650-863,Beverly Hills BMW,988- 824-8770,90036,Los angeles,California,Western,PM4-924-254Y,8/3/2018,paid in full,"$97,100",BMW-S8-CVB,295-484-1413,BMW-X4M-SV,BX-650-863,PM4-924-254Y,3/3/2018,1,Delivery
9-818-4475-63,Kolton,Wu,27601,Raleigh,North Carolina,Southeastern,"40,114.00",M,43,medium,Kolton.Wu@ google.com,Social Worker,1-253-771-035,BMW-Z4-CVB,Z4 Convertible,Convertibles,"Alpine White,Black Sapphire Metallic,Portimao Blue Metallic,San Francisco Red Metallic,Skyscraper Grey Metallic,Thundernight Metallic","$52,800",BX-980-921,Nick Alexander Imports,045- 656-3364,90001,Los angeles,California,Western,PM0-919-834Y,9/3/2018,pay by installments,"$52,800",BMW-Z4-CVB,680-548-5306,BMW-mXM-SV,BX-980-921,PM0-919-834Y,6/3/2018,1,Delivery
8-561-4990-81,Rodolfo,Reid,92101,San Diego, California,Western,"69,628.00",F,51,medium,Rodolfo.Reid@ google.com,Maintenance & Repair Worker,1-947-639-468,BMW-M4-CVB,M4 Convertible,Convertibles,"Alpine White,Sao Paulo Yellow,Black Sapphire Metallic,Portimao Blue Metallic,Dravit Grey Metallic,Toronto Red Metallic,Tanzanite Blue II Metallic,Isle Of Man Green Metallic,Brooklyn Grey Metallic,Skyscraper Grey Metallic,Aventurin Red Metallic,Frozen Brilliant White Metallic,Frozen Portimao Blue Metallic","$89,700",BX-438-526,BMW of Humboldt Bay,558- 429-4535,95519,McKinleyville,California,Western,PM2-177-504Y,9/3/2018,pay by installments,"$89,700",BMW-M4-CVB,369-667-5779,BMW-mX5-SV,BX-438-526,PM2-177-504Y,6/3/2018,1,Delivery
9-305-9311-50,Ethan,Richards,32801,Orlando,Florida,Southeastern,"17,388.00",M,39,fast,Ethan.Richards@ google.com,Loan Officer,1-996-997-258,BMW-M8-CVB,M8 Convertible,Convertibles,"Alpine White,Black Sapphire Metallic,Marina Bay Blue Metallic,Dravit Grey Metallic,Tanzanite Blue II Metallic,Isle Of Man Green Metallic,Brooklyn Grey Metallic,Skyscraper Grey Metallic,Aventurin Red Metallic,Frozen Pure Grey Metallic,Frozen Tanzanite Blue Metallic","$148,700",BX-419-449,Valley BMW,179- 785-6242,95356,Modesto,California,Western,PM2-680-530Y,10/3/2018,paid in full,"$148,700",BMW-M8-CVB,869-579-6108,BMW-mI7-SD,BX-419-449,PM2-680-530Y,7/3/2018,1,Delivery
3-858-6086-82,Bradyn,Humphrey,95822,Sacramento,California,Western,"19,975.00",F,34,medium,Bradyn.Humphrey@ google.com,Real Estate Agent,1-470-246-907,,,,,,BX-081-407,BMW of Monrovia,644- 090-2019,91016,Monrovia,California,Western,PM6-185-038Y,18/3/2018,pay by installments,"$39,100",BMW-mX1-SV,869-915-7617,BMW-mX1-SV,BX-081-407,PM6-185-038Y,12/3/2018,1,Pickup
4-257-3108-38,Sheldon,Wright,64106,Kansas City,Missouri,Southeastern,"34,711.00",F,25,medium,Sheldon.Wright@ google.com,Customer Service Representative,1-618-711-263,,,,,,BX-512-266,BMW of Mountain View,717- 122-2123,94040,MountainView,California,Western,PM3-525-072Y,23/3/2018,paid in full,"$46,200",BMW-mX3-SV,582-871-1142,BMW-mX1-SV,BX-512-266,PM3-525-072Y,13/3/2018,1,Delivery
8-800-1329-75,Diego,Baird,11030,North Hempstead, New York,Northeastern,"24,616.00",F,50,medium,Diego.Baird@ google.com,Accountant,1-231-269-494,,,,,,BX-759-869,BMW of Murrieta,303- 667-1911,92562,Murrieta,California,Western,PM1-832-513Y,27/3/2018,paid in full,"$54,200",BMW-mX4-SV,719-664-5830,BMW-mX1-SV,BX-759-869,PM1-832-513Y,15/3/2018,1,Pickup
0-512-8971-45,August,Gibson,92701,Santa Ana, California,Western,"64,546.00",M,65,fast,August.Gibson@ google.com,Event Planner,1-570-682-493,,,,,,BX-182-832,Sterling BMW ,154- 170-3715,92663,Newport Beach,California,Western,PM1-053-094Y,28/3/2018,pay by installments,"$61,600",BMW-mX5-SV,486-564-5734,BMW-mX1-SV,BX-182-832,PM1-053-094Y,16/3/2018,1,Delivery
9-202-3010-71,Jose,Rodriguez,36104,Montgomery,Alabama,Southeastern,"31,477.00",F,45,slow,Jose.Rodriguez@ google.com,Desktop publisher,1-821-645-482,,,,,,BX-605-700,Century West BMW,546- 218-3712,91602,North Hollywood,California,Western,PM6-024-439Y,29/3/2018,pay by installments,"$70,100",BMW-mX6-SV,595-637-1004,BMW-mX1-SV,BX-605-700,PM6-024-439Y,19/3/2018,1,Pickup
5-237-1327-22,Brandon,Bender,55401,Minneapolis,Minnesota,MidWestern,"9,378.00",M,63,fast,Brandon.Bender@ google.com,Dancer,1-622-487-667,,,,,,BX-427-923,Mckenna BMW,910- 644-7896,90650,Norwalk,California,Western,PM4-775-199Y,29/3/2018,pay by installments,"$77,850",BMW-mX7-SV,424-541-5243,BMW-mX1-SV,BX-427-923,PM4-775-199Y,20/3/2018,1,Delivery
